[33msteamclient:[0m connecting to 155.133.242.8:27018
[33msteamclient:[0m connected
[33msteamclient:[0m encrypt request
[33msteamclient:[0m handshake complete
[ 20:55:17 ] Начинаем раунд №49
[ 21:09:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:10:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:11:17 ] Проверка ставки: 784062491 (76561198200506802)
